Order_ID,Order_Date,Order_Time,Order_Month,Order_DayOfWeek,Order_Status,Customer_ID,Customer_Name,Customer_Phone,Customer_Type,Delivery_Country,Delivery_City,Delivery_Area,Delivery_Address,Delivery_Latitude,Delivery_Longitude,Restaurant_ID,Restaurant_Brand,Restaurant_Category,Restaurant_Cuisine,Restaurant_Founded,Restaurant_Country,Restaurant_City,Restaurant_Area,Restaurant_Address,Restaurant_Latitude,Restaurant_Longitude,Restaurant_Rating,Restaurant_OnFoodpanda_Since,Restaurant_IsChain,Product_Name,Product_Category,Quantity,Unit_Price_USD,Unit_Cost_USD,Order_Subtotal_USD,Delivery_Fee_USD,Discount_USD,Promo_Code,Net_Order_Value_USD,Food_Cost_USD,Restaurant_Commission_USD,Packaging_Cost_USD,Rider_Salary_Cost_USD,Marketing_Cost_USD,Platform_Fee_USD,Gross_Revenue_USD,Total_Cost_USD,Gross_Profit_USD,Foodpanda_Net_Rev_USD,Profit_Margin_Pct,Payment_Method,Payment_Status,Rider_ID,Rider_Name,Delivery_Time_Min,On_Time,Rider_Rating,Customer_Rating,Panda_Pro_Member,App_Platform,Is_Late_Night_Order,Is_Weekend
FP-000630,2024-06-23,04:58,Jun-2024,Sunday,Delivered,CUST-00315,Carlos Yamamoto,+74976928440,Loyal,Singapore,Singapore,Marina,"100 Avenue 20, Marina",1.271799,103.896437,REST-0071,Tim Hortons,Cafe,Coffee,1964,Singapore,Singapore,Tanjong Pagar,116 Main St,1.30324,103.862781,4.3,2022,Yes,Iced Matcha Latte,Coffee,2,10.82,3.19,21.64,3.99,0.0,LUNCHSPECIAL,25.63,6.38,4.25,0.93,3.06,1.32,0.8,25.63,11.69,13.94,3.73,54.39,Debit Card,Paid,RIDER-0182,Fatima Sharma,28,Yes,3.3,3.2,Yes,Android,No,Yes
FP-002034,2024-06-23,09:24,Jun-2024,Sunday,Delivered,CUST-00016,Mei Park,+76676140134,Loyal,Malaysia,Kuala Lumpur,Mont Kiara,"117 Lane 19, Mont Kiara",3.143616,101.680602,REST-0089,The Burger Lab,Fast Food,American,2015,Malaysia,Kuala Lumpur,Bukit Bintang,166 Main St,3.150952,101.724784,4.5,2022,No,Classic Burger,American,2,7.86,2.24,15.72,3.47,0.0,FLASHDEAL,19.19,4.48,2.25,0.24,2.38,0.77,0.52,19.19,7.87,11.32,2.85,58.99,Debit Card,Paid,RIDER-0141,Ji Khan,54,No,4.4,2.8,No,Web,No,Yes
FP-000754,2024-06-23,05:32,Jun-2024,Sunday,Delivered,CUST-00707,Omar Singh,+96220483278,Loyal,Pakistan,Lahore,DHA,"86 Block 4, DHA",31.509196,74.397803,REST-0016,Peri Peri,Casual Dining,Chicken,2012,Pakistan,Lahore,DHA,145 Market Rd,31.477902,74.39593,4.9,2017,No,Chicken Wings 6pc,Chicken,1,10.86,3.54,10.86,2.29,0.0,,13.15,3.54,1.75,0.35,1.58,0.36,0.34,13.15,5.83,7.32,2.09,55.67,Cash on Delivery,Paid,RIDER-0150,Fatima Nguyen,21,Yes,4.4,3.9,No,Android,No,Yes
FP-002237,2024-06-23,15:19,Jun-2024,Sunday,Delivered,CUST-00749,Zara Malik,+89823164961,Returning,Pakistan,Lahore,DHA,"145 Street 11, DHA",31.488506,74.379497,REST-0013,Burger King,Fast Food,American,1953,Pakistan,Lahore,Model Town,71 Park Lane,31.511134,74.301673,4.9,2016,Yes,Double Cheeseburger,American,3,9.04,2.51,27.12,3.04,0.0,FLASHDEAL,30.16,7.53,5.76,0.55,1.97,1.18,0.68,30.16,11.23,18.93,5.78,62.77,Digital Wallet,Paid,RIDER-0127,Ali Kim,34,Yes,3.9,2.3,Yes,iOS,No,Yes
FP-002921,2024-06-23,11:10,Jun-2024,Sunday,Delivered,CUST-00642,Nina Wang,+78793527609,Loyal,Bangladesh,Chittagong,Nasirabad,"239 Street 12, Nasirabad",22.346717,91.795503,REST-0046,Yoshinoya,Fast Food,Japanese,1899,Bangladesh,Chittagong,Nasirabad,149 Park Lane,22.3122,91.854685,3.6,2018,Yes,Tuna Roll,Japanese,1,10.98,3.36,10.98,2.06,0.0,,13.04,3.36,2.02,0.28,2.12,0.72,0.39,13.04,6.48,6.56,1.35,50.31,Digital Wallet,Paid,RIDER-0011,Aisha Ahmed,60,No,3.4,3.4,No,Android,No,Yes
FP-000021,2024-06-23,10:52,Jun-2024,Sunday,Delivered,CUST-00351,Nina Tan,+65662087258,Loyal,Malaysia,Penang,Georgetown,"9 Street 17, Georgetown",5.397821,100.293221,REST-0094,Dragon Palace,Fine Dining,Chinese,2001,Malaysia,Penang,Georgetown,40 Park Lane,5.387747,100.310991,3.8,2020,No,Beef in Black Bean Sauce,Chinese,1,16.53,5.32,16.53,3.59,0.0,,20.12,5.32,2.22,0.46,2.25,0.91,0.5,20.12,8.94,11.18,2.69,55.57,Cash on Delivery,Paid,RIDER-0018,Anusha Ali,32,Yes,4.6,3.5,No,Android,No,Yes
FP-002668,2024-06-24,19:58,Jun-2024,Monday,Late Delivered,CUST-00456,Fatima Silva,+85869801588,New,Pakistan,Islamabad,Blue Area,"115 Block 6, Blue Area",33.746545,73.046655,REST-0025,TGI Fridays,Casual Dining,American,1965,Pakistan,Islamabad,Blue Area,70 Commerce Blvd,33.766892,73.072638,4.0,2018,Yes,Onion Rings,American,2,4.07,1.33,8.14,2.08,0.0,PANDAPRO,10.22,2.66,1.41,0.54,1.38,0.32,0.19,10.22,4.9,5.32,1.44,52.05,Cash on Delivery,Paid,RIDER-0137,Siti Singh,40,Yes,3.7,4.0,No,Android,No,No
FP-001365,2024-06-24,11:32,Jun-2024,Monday,Late Delivered,CUST-00413,Sofia Nguyen,+68172191273,Returning,Malaysia,Kuala Lumpur,Bukit Bintang,"211 Block 13, Bukit Bintang",3.173482,101.735085,REST-0087,Seoul Garden,Casual Dining,Korean,1983,Malaysia,Kuala Lumpur,KLCC,142 Park Lane,3.124779,101.714462,4.2,2020,Yes,Bingsu,Korean,2,9.51,3.03,19.02,3.38,0.0,,22.4,6.06,3.57,0.37,1.37,1.15,0.56,22.4,8.95,13.45,4.62,60.04,Credit Card,Paid,RIDER-0188,Siti Wang,46,No,4.8,4.4,No,iOS,No,No
FP-000457,2024-06-24,22:49,Jun-2024,Monday,Delivered,CUST-00129,Lena Chaudhry,+90340781088,New,Philippines,Cebu,IT Park,"205 Street 20, IT Park",10.347867,123.876592,REST-0115,Yoshinoya,Fast Food,Japanese,1899,Philippines,Cebu,IT Park,200 Park Lane,10.293361,123.944355,3.4,2016,Yes,Edamame,Japanese,1,3.52,0.9,3.52,1.96,0.46,SAVE15,5.02,0.9,0.48,0.47,1.45,0.14,0.11,5.48,2.96,2.06,0.49,37.59,Cash on Delivery,Paid,RIDER-0147,Aisha Tan,68,No,2.6,3.3,No,Web,Yes,No
FP-000054,2024-06-24,09:18,Jun-2024,Monday,Late Delivered,CUST-00312,Siti Khan,+88651208305,Returning,Malaysia,Kuala Lumpur,Mont Kiara,"265 Street 15, Mont Kiara",3.161313,101.655455,REST-0082,Falafel House,Fast Food,Middle Eastern,2014,Malaysia,Kuala Lumpur,KLCC,27 Food Ave,3.138307,101.723076,3.8,2018,No,Kunafa,Middle Eastern,5,7.97,2.24,39.85,2.47,0.0,PANDAPRO,42.32,11.2,4.94,0.37,2.25,2.73,0.95,42.32,16.55,25.77,3.01,60.89,Debit Card,Paid,RIDER-0109,Priya Silva,36,Yes,4.6,3.4,No,iOS,No,No
FP-001633,2024-06-24,14:50,Jun-2024,Monday,Delivered,CUST-00550,Lena Sharma,+85500718660,New,Hong Kong,Hong Kong,Causeway Bay,"240 Block 20, Causeway Bay",22.28614,114.180798,REST-0143,Tim Hortons,Cafe,Coffee,1964,Hong Kong,Hong Kong,Tsim Sha Tsui,3 Food Ave,22.33391,114.208665,3.6,2021,Yes,Blueberry Muffin,Coffee,2,8.21,2.46,16.42,4.29,3.37,DINNER25,17.34,4.92,2.22,0.93,3.75,0.75,0.64,20.71,10.35,6.99,1.72,33.75,Digital Wallet,Paid,RIDER-0125,Zara Santos,18,Yes,3.6,2.7,No,iOS,No,No
FP-000627,2024-06-24,03:03,Jun-2024,Monday,Delivered,CUST-00205,Raj Ahmed,+67669732591,Loyal,Myanmar,Yangon,Kamaryut,"65 Avenue 1, Kamaryut",16.879949,96.155476,REST-0168,Momo Magic,Fast Food,Nepalese,2017,Myanmar,Yangon,Bahan,59 Market Rd,16.869162,96.209618,3.7,2021,No,Milk Tea,Nepalese,2,2.13,0.72,4.26,1.05,1.09,NEWUSER30,4.22,1.44,0.58,0.27,1.51,0.17,0.14,5.31,3.39,0.83,-0.18,15.63,Credit Card,Paid,RIDER-0049,David Cruz,66,No,2.6,4.7,No,Android,No,No
FP-003148,2024-06-24,18:37,Jun-2024,Monday,Delivered,CUST-00462,Lena Ali,+64583156434,New,Philippines,Manila,Makati,"61 Block 6, Makati",14.554612,121.039785,REST-0107,Seafood Bay,Casual Dining,Seafood,2006,Philippines,Manila,Makati,190 Park Lane,14.536892,120.97916,3.6,2018,No,Lobster Bisque,Seafood,2,13.36,4.21,26.72,2.33,0.0,PANDAPRO,29.05,8.42,4.8,0.37,1.2,1.06,1.03,29.05,11.05,18.0,5.53,61.96,Credit Card,Paid,RIDER-0043,Raj Khan,46,No,4.8,4.7,No,Android,No,No
FP-000067,2024-06-24,22:01,Jun-2024,Monday,Late Delivered,CUST-00353,Omar Khan,+93684203557,New,Cambodia,Phnom Penh,BKK1,"151 Block 12, BKK1",11.55042,104.892756,REST-0153,Sushi King,Casual Dining,Japanese,1995,Cambodia,Phnom Penh,Daun Penh,68 Main St,11.588488,104.927094,4.3,2019,Yes,Edamame,Japanese,2,3.31,1.02,6.62,0.95,0.0,,7.57,2.04,1.0,0.32,1.77,0.28,0.26,7.57,4.41,3.16,-0.16,41.74,Cash on Delivery,Paid,RIDER-0157,Wei Santos,50,No,4.8,4.9,No,Android,Yes,No
FP-000668,2024-06-24,22:19,Jun-2024,Monday,Delivered,CUST-00378,Min Suzuki,+92527589822,Returning,Pakistan,Islamabad,G-9,"191 Block 18, G-9",33.687505,73.049047,REST-0026,Dragon Palace,Fine Dining,Chinese,2001,Pakistan,Islamabad,F-7,175 Park Lane,33.725304,73.077543,4.3,2016,No,Sweet & Sour Pork,Chinese,1,10.5,3.28,10.5,1.82,1.42,SAVE15,10.9,3.28,2.27,0.46,1.09,0.33,0.33,12.32,5.16,5.74,2.54,46.59,Debit Card,Paid,RIDER-0059,Raj Costa,32,Yes,3.4,4.2,No,iOS,Yes,No
FP-002761,2024-06-24,18:38,Jun-2024,Monday,Delivered,CUST-00185,John Sharma,+62568387228,Returning,Thailand,Chiang Mai,Santitham,"143 Street 5, Santitham",18.795847,98.955665,REST-0064,Pad Thai Street,Fast Food,Thai,2010,Thailand,Chiang Mai,Old City,139 Main St,18.766789,98.994311,4.5,2019,No,Massaman Curry,Thai,1,13.31,3.98,13.31,3.52,2.69,DINNER25,14.14,3.98,2.13,0.47,1.4,0.8,0.39,16.83,6.65,7.49,3.37,44.5,Credit Card,Paid,RIDER-0032,Sofia Chaudhry,70,No,2.9,2.9,No,Android,No,No
FP-002887,2024-06-24,05:32,Jun-2024,Monday,Delivered,CUST-00795,Sara Silva,+84360767346,Returning,Bangladesh,Dhaka,Gulshan,"276 Street 11, Gulshan",23.802509,90.45363,REST-0033,Subway,Fast Food,American,1965,Bangladesh,Dhaka,Gulshan,93 Food Ave,23.787596,90.389975,4.8,2021,Yes,Chicken McNuggets 10pc,American,2,7.38,2.17,14.76,3.19,0.0,FLASHDEAL,17.95,4.34,1.93,0.36,0.89,0.46,0.37,17.95,6.05,11.9,3.78,66.3,Cash on Delivery,Paid,RIDER-0186,Tariq Chen,47,No,3.3,2.7,No,Web,No,No
FP-001989,2024-06-25,13:45,Jun-2024,Tuesday,Late Delivered,CUST-00761,Tariq Sharma,+62579362443,Loyal,Malaysia,Kuala Lumpur,KLCC,"152 Block 1, KLCC",3.169041,101.713037,REST-0089,The Burger Lab,Fast Food,American,2015,Malaysia,Kuala Lumpur,Bukit Bintang,166 Main St,3.150952,101.724784,4.5,2022,No,French Fries (L),American,1,4.34,1.35,4.34,1.45,0.0,FREEDELIVERY,5.79,1.35,0.87,0.46,1.97,0.3,0.12,5.79,4.08,1.71,-0.29,29.53,Credit Card,Paid,RIDER-0190,Wei Lee,65,No,3.9,4.6,No,Android,No,No
FP-002386,2024-06-25,07:00,Jun-2024,Tuesday,Cancelled,CUST-00535,Aisha Ali,+66562705171,Loyal,Singapore,Singapore,Bugis,"151 Avenue 17, Bugis",1.315649,103.838305,REST-0074,Dunkin',Cafe,Coffee,1950,Singapore,Singapore,Tanjong Pagar,56 Commerce Blvd,1.275822,103.806333,4.6,2019,Yes,Vanilla Frappuccino,Coffee,3,11.68,3.83,35.04,1.0,0.0,,36.04,11.49,4.77,0.93,3.03,2.08,0.89,36.04,17.53,18.51,0.62,51.36,Debit Card,Refunded,RIDER-0066,Reza Chen,0,N/A,2.8,,No,iOS,No,No
FP-001089,2024-06-25,12:49,Jun-2024,Tuesday,Delivered,CUST-00162,Thanh Yamamoto,+86393310667,New,Pakistan,Karachi,DHA,"197 Block 3, DHA",24.852718,66.979545,REST-0003,Ichiban Boshi,Casual Dining,Japanese,1993,Pakistan,Karachi,DHA,98 Commerce Blvd,24.901513,67.015208,4.1,2018,Yes,Green Tea Ice Cream,Japanese,3,5.73,1.63,17.19,2.15,0.0,,19.34,4.89,2.11,0.49,1.57,0.68,0.35,19.34,7.63,11.71,1.87,60.55,Credit Card,Paid,RIDER-0066,Reza Chen,19,Yes,4.7,3.8,No,Android,No,No
FP-003617,2024-06-25,05:52,Jun-2024,Tuesday,Delivered,CUST-00705,Thanh Wang,+88667121569,Returning,Singapore,Singapore,Tanjong Pagar,"29 Block 9, Tanjong Pagar",1.279893,103.876951,REST-0073,Yoshinoya,Fast Food,Japanese,1899,Singapore,Singapore,Orchard,188 Commerce Blvd,1.272729,103.800247,4.3,2021,Yes,Miso Soup,Japanese,2,5.93,1.65,11.86,3.71,1.16,WEEKEND10,14.41,3.3,2.21,0.84,1.72,0.81,0.33,15.57,6.67,7.74,2.88,49.71,Cash on Delivery,Paid,RIDER-0137,Siti Singh,37,Yes,4.2,4.1,Yes,Android,No,No
FP-002975,2024-06-25,19:49,Jun-2024,Tuesday,Delivered,CUST-00729,Sara Costa,+64148629555,Loyal,Pakistan,Lahore,DHA,"188 Lane 10, DHA",31.523188,74.327739,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Zarda Rice,Pakistani,3,6.72,1.96,20.16,3.25,0.0,,23.41,5.88,3.66,0.37,1.17,0.74,0.78,23.41,8.16,15.25,5.41,65.14,Debit Card,Paid,RIDER-0136,Siti Nguyen,61,No,2.9,3.4,No,Android,No,No
FP-001191,2024-06-25,15:32,Jun-2024,Tuesday,Late Delivered,CUST-00758,Reza Wang,+61358413465,Returning,Thailand,Chiang Mai,Old City,"278 Block 1, Old City",18.742556,99.007765,REST-0061,La Mexicana,Casual Dining,Mexican,2013,Thailand,Chiang Mai,Nimman,22 Park Lane,18.811014,98.984385,3.3,2022,No,Nachos Supreme,Mexican,3,11.13,3.17,33.39,3.6,5.01,SAVE15,31.98,9.51,7.18,0.48,0.96,1.73,1.29,36.99,12.68,19.3,8.9,52.18,Debit Card,Paid,RIDER-0090,Emily Wang,66,No,3.3,2.0,No,Android,No,No
FP-002717,2024-06-25,23:24,Jun-2024,Tuesday,Late Delivered,CUST-00367,Emma Ali,+94463512350,Loyal,Hong Kong,Hong Kong,Mong Kok,"104 Lane 7, Mong Kok",22.344717,114.157242,REST-0146,Pho Saigon,Casual Dining,Vietnamese,2009,Hong Kong,Hong Kong,Mong Kok,42 Commerce Blvd,22.280143,114.167949,3.3,2022,No,Vietnamese Spring Rolls,Vietnamese,1,14.34,4.33,14.34,2.98,0.0,LUNCHSPECIAL,17.32,4.33,2.85,0.49,4.25,1.0,0.3,17.32,10.07,7.25,0.39,41.86,Debit Card,Paid,RIDER-0005,Thanh Rahman,39,Yes,3.3,3.1,No,Android,Yes,No
FP-002455,2024-06-25,12:38,Jun-2024,Tuesday,Delivered,CUST-00126,Siti Chaudhry,+82211240259,Loyal,Taiwan,Taipei,Xinyi,"193 Street 9, Xinyi",25.023634,121.558501,REST-0121,Starbucks,Cafe,Coffee,1971,Taiwan,Taipei,Xinyi,150 Park Lane,25.058629,121.603757,3.6,2022,Yes,Caramel Macchiato,Coffee,2,8.73,3.06,17.46,3.25,5.06,NEWUSER30,15.65,6.12,3.41,0.52,1.79,0.69,0.69,20.71,9.12,6.53,4.35,31.53,Cash on Delivery,Paid,RIDER-0185,Hassan Liu,58,No,3.0,2.7,Yes,iOS,No,No
FP-001845,2024-06-25,12:48,Jun-2024,Tuesday,Late Delivered,CUST-00225,Emma Hassan,+92179661615,Returning,Philippines,Cebu,IT Park,"230 Lane 19, IT Park",10.34364,123.895759,REST-0117,La Mexicana,Casual Dining,Mexican,2013,Philippines,Cebu,Lahug,31 Main St,10.290764,123.880831,3.5,2021,No,Chicken Burrito,Mexican,3,10.25,3.1,30.75,2.86,0.0,,33.61,9.3,4.95,0.31,0.83,1.45,0.97,33.61,11.89,21.72,6.19,64.62,Debit Card,Paid,RIDER-0031,David Silva,62,No,3.2,2.2,No,Android,No,No
FP-000847,2024-06-25,00:27,Jun-2024,Tuesday,Delivered,CUST-00157,Siti Park,+99153432064,Loyal,Malaysia,Penang,Georgetown,"138 Block 8, Georgetown",5.386879,100.285465,REST-0097,Peri Peri,Casual Dining,Chicken,2012,Malaysia,Penang,Georgetown,31 Main St,5.390929,100.354169,4.4,2021,No,Half Chicken,Chicken,2,16.36,5.39,32.72,1.37,5.49,PANDA20,28.6,10.78,4.79,0.57,2.24,1.49,0.86,34.09,15.08,13.52,2.72,39.66,FoodPanda Credits,Paid,RIDER-0121,David Liu,56,No,3.0,5.0,No,Android,Yes,No
FP-001054,2024-06-26,18:21,Jun-2024,Wednesday,Delivered,CUST-00218,Kim Hassan,+99447042200,New,Taiwan,Taipei,Da'an,"76 Lane 8, Da'an",25.057579,121.569764,REST-0127,The Tandoor,Casual Dining,Indian,2003,Taiwan,Taipei,Da'an,36 Commerce Blvd,25.037903,121.518772,3.5,2022,No,Dal Makhani,Indian,1,13.39,3.85,13.39,2.4,3.74,NEWUSER30,12.05,3.85,2.21,0.51,1.62,0.65,0.28,15.79,6.63,5.42,2.11,34.33,Credit Card,Paid,RIDER-0069,Omar Patel,40,Yes,5.0,3.3,No,Android,No,No
FP-002216,2024-06-26,21:02,Jun-2024,Wednesday,Delivered,CUST-00014,Hassan Liu,+65948988297,Loyal,Hong Kong,Hong Kong,Tsim Sha Tsui,"234 Lane 17, Tsim Sha Tsui",22.31306,114.159469,REST-0142,Sushi King,Casual Dining,Japanese,1995,Hong Kong,Hong Kong,Mong Kok,163 Main St,22.2938,114.218238,4.6,2021,Yes,Edamame,Japanese,1,7.24,2.39,7.24,1.22,0.0,PANDAPRO,8.46,2.39,0.97,0.46,2.33,0.34,0.19,8.46,5.52,2.94,-0.75,34.75,Credit Card,Paid,RIDER-0125,Zara Santos,54,No,2.7,2.6,No,Android,No,No
FP-000884,2024-06-26,22:15,Jun-2024,Wednesday,Refunded,CUST-00151,Priya Singh,+70497341481,Loyal,Bangladesh,Chittagong,GEC,"62 Avenue 1, GEC",22.35439,91.817766,REST-0048,Dunkin',Cafe,Coffee,1950,Bangladesh,Chittagong,Agrabad,30 Market Rd,22.338277,91.809543,3.8,2018,Yes,Caffe Latte,Coffee,4,5.74,1.58,22.96,2.04,0.0,,25.0,6.32,3.8,0.52,1.56,0.83,0.7,25.0,9.23,15.77,3.63,63.08,Credit Card,Refunded,RIDER-0019,Tariq Khan,63,No,2.5,2.6,No,Android,Yes,No
FP-001516,2024-06-26,04:41,Jun-2024,Wednesday,Delivered,CUST-00708,Sara Rahman,+63989889367,Returning,Pakistan,Islamabad,Blue Area,"35 Block 5, Blue Area",33.73399,73.053124,REST-0028,Popeyes,Fast Food,American,1972,Pakistan,Islamabad,F-7,190 Commerce Blvd,33.708,73.118389,3.7,2016,Yes,Vanilla Milkshake,American,1,5.27,1.34,5.27,1.25,0.0,,6.52,1.34,0.96,0.53,1.54,0.28,0.11,6.52,3.69,2.83,-0.03,43.4,Credit Card,Paid,RIDER-0014,Lena Chaudhry,32,Yes,4.8,4.6,Yes,Android,No,No
FP-002986,2024-06-26,07:15,Jun-2024,Wednesday,Refunded,CUST-00455,Maria Wang,+64432098383,New,Pakistan,Lahore,Model Town,"293 Block 3, Model Town",31.516764,74.388918,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Lassi,Pakistani,2,3.35,1.04,6.7,3.11,0.0,,9.81,2.08,1.45,0.47,1.39,0.3,0.24,9.81,4.24,5.57,2.64,56.78,Debit Card,Refunded,RIDER-0122,Zara Suzuki,72,No,2.6,4.1,Yes,iOS,No,No
FP-001496,2024-06-26,22:02,Jun-2024,Wednesday,Late Delivered,CUST-00189,Hassan Ahmed,+96534245762,Returning,Philippines,Cebu,IT Park,"178 Block 10, IT Park",10.32721,123.907335,REST-0117,La Mexicana,Casual Dining,Mexican,2013,Philippines,Cebu,Lahug,31 Main St,10.290764,123.880831,3.5,2021,No,Churros,Mexican,2,4.78,1.39,9.56,2.99,0.0,,12.55,2.78,1.22,0.48,1.2,0.6,0.3,12.55,5.06,7.49,2.23,59.68,Credit Card,Paid,RIDER-0071,Emma Ahmed,37,Yes,3.1,4.0,Yes,iOS,Yes,No
FP-003145,2024-06-26,15:25,Jun-2024,Wednesday,Delivered,CUST-00160,Anusha Chen,+87621475287,Returning,Philippines,Manila,Makati,"14 Block 2, Makati",14.569047,120.984691,REST-0108,Curry Kingdom,Casual Dining,Indian,2010,Philippines,Manila,BGC,188 Park Lane,14.559169,120.999336,4.5,2017,No,Garlic Naan,Indian,1,2.57,0.78,2.57,1.38,0.0,,3.95,0.78,0.52,0.17,1.2,0.1,0.06,3.95,2.25,1.7,0.49,43.04,Credit Card,Paid,RIDER-0161,Ji Suzuki,65,No,4.5,2.2,No,Web,No,No
FP-000099,2024-06-26,11:02,Jun-2024,Wednesday,Delivered,CUST-00691,Juan Sharma,+67785811060,Loyal,Bangladesh,Dhaka,Banani,"62 Street 13, Banani",23.812266,90.427652,REST-0035,Pad Thai Street,Fast Food,Thai,2010,Bangladesh,Dhaka,Dhanmondi,98 Food Ave,23.854882,90.393222,3.9,2019,No,Thai Milk Tea,Thai,3,4.34,1.4,13.02,1.18,0.0,PANDAPRO,14.2,4.2,2.68,0.23,0.9,0.83,0.38,14.2,6.16,8.04,2.28,56.62,Credit Card,Paid,RIDER-0102,David Wong,46,No,3.5,3.8,No,Android,No,No
FP-000569,2024-06-26,03:57,Jun-2024,Wednesday,Late Delivered,CUST-00052,Zara Sharma,+89198433586,Loyal,Pakistan,Islamabad,G-9,"104 Avenue 20, G-9",33.722909,73.122388,REST-0025,TGI Fridays,Casual Dining,American,1965,Pakistan,Islamabad,Blue Area,70 Commerce Blvd,33.766892,73.072638,4.0,2018,Yes,Onion Rings,American,2,3.62,1.25,7.24,2.47,1.08,SAVE15,8.63,2.5,0.95,0.16,1.21,0.46,0.16,9.71,4.33,4.3,1.75,44.28,Debit Card,Paid,RIDER-0186,Tariq Chen,66,No,4.9,3.9,No,iOS,No,No
FP-001752,2024-06-27,07:14,Jun-2024,Thursday,Delivered,CUST-00310,Hassan Lee,+78190060226,Returning,Hong Kong,Hong Kong,Mong Kok,"24 Street 19, Mong Kok",22.364599,114.207413,REST-0150,Shawarma Zone,Fast Food,Middle Eastern,2011,Hong Kong,Hong Kong,Tsim Sha Tsui,179 Park Lane,22.303109,114.21744,4.4,2021,No,Hummus & Pita,Middle Eastern,1,11.19,3.76,11.19,1.7,0.0,,12.89,3.76,1.93,0.65,1.67,0.73,0.43,12.89,6.81,6.08,1.01,47.17,Credit Card,Paid,RIDER-0150,Fatima Nguyen,46,No,4.7,2.1,No,Android,No,No
FP-002747,2024-06-27,22:32,Jun-2024,Thursday,Delivered,CUST-00242,Min Chaudhry,+65641755366,Returning,Myanmar,Yangon,Sanchaung,"32 Block 14, Sanchaung",16.906559,96.181454,REST-0166,Dragon Palace,Fine Dining,Chinese,2001,Myanmar,Yangon,Sanchaung,85 Market Rd,16.888081,96.180172,3.3,2019,No,Spring Rolls 4pc,Chinese,2,4.06,1.21,8.12,2.35,0.66,WEEKEND10,9.81,2.42,1.6,0.19,1.18,0.41,0.25,10.47,4.2,5.61,2.42,53.58,Debit Card,Paid,RIDER-0132,Maria Suzuki,67,No,3.8,4.1,No,iOS,Yes,No
FP-001604,2024-06-27,06:42,Jun-2024,Thursday,Late Delivered,CUST-00029,John Ahmed,+86225279834,New,Cambodia,Phnom Penh,Toul Kork,"140 Avenue 4, Toul Kork",11.568441,104.979927,REST-0155,Yoshinoya,Fast Food,Japanese,1899,Cambodia,Phnom Penh,Toul Kork,145 Main St,11.556506,104.902624,3.5,2021,Yes,Tonkotsu Ramen,Japanese,2,10.77,2.83,21.54,2.58,4.04,PANDA20,20.08,5.66,3.39,0.3,1.04,1.05,0.58,24.12,8.05,12.03,4.16,49.88,Credit Card,Paid,RIDER-0101,Aisha Yamamoto,18,Yes,3.4,4.6,No,Android,No,No
FP-000372,2024-06-27,18:13,Jun-2024,Thursday,Refunded,CUST-00158,Juan Yamamoto,+65392168202,Loyal,Pakistan,Lahore,DHA,"74 Street 7, DHA",31.543145,74.36352,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Dal Chawal,Pakistani,1,6.33,1.94,6.33,2.05,0.93,SAVE15,7.45,1.94,1.24,0.32,1.52,0.36,0.2,8.38,4.14,3.31,1.29,39.5,Cash on Delivery,Refunded,RIDER-0183,Reza Singh,46,No,2.7,3.2,No,Android,No,No
FP-001789,2024-06-27,15:24,Jun-2024,Thursday,Delivered,CUST-00010,Ali Hassan,+64251136695,Loyal,Bangladesh,Chittagong,GEC,"172 Street 18, GEC",22.339247,91.851493,REST-0042,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Chittagong,GEC,140 Main St,22.38235,91.866963,4.5,2018,No,Half Chicken,Chicken,1,12.66,4.29,12.66,1.14,0.0,,13.8,4.29,1.7,0.24,2.01,0.71,0.44,13.8,7.25,6.55,0.32,47.46,Debit Card,Paid,RIDER-0133,Sofia Hassan,59,No,4.1,3.7,Yes,Web,No,No
FP-000192,2024-06-27,09:49,Jun-2024,Thursday,Delivered,CUST-00437,Min Chaudhry,+71865975088,Returning,Cambodia,Phnom Penh,Toul Kork,"7 Block 13, Toul Kork",11.520023,104.932678,REST-0153,Sushi King,Casual Dining,Japanese,1995,Cambodia,Phnom Penh,Daun Penh,68 Main St,11.588488,104.927094,4.3,2019,Yes,Gyoza 6pc,Japanese,2,7.51,2.11,15.02,2.83,0.0,FREEDELIVERY,17.85,4.22,1.83,0.18,0.89,0.69,0.48,17.85,5.98,11.87,3.38,66.5,Credit Card,Paid,RIDER-0166,Omar Chaudhry,43,No,3.5,2.3,No,Android,No,No
